"Limit","Gender","Education","MarriageStatus","Age","Status1","Status2","Status3","Status4","Status5","Status6","Bill1","Bill2","Bill3","Bill4","Bill5","Bill6","Payment1","Payment2","Payment3","Payment4","Payment5","Payment6","IndLevel","Default"
180000,"M","GradS","Married",38,0,0,0,0,0,2,153099,150227,138313,137274,147314,129870,7005,6500,5000,12042,32,1300,0.7,"N"
360000,"M","GradS","Married",39,-1,2,-1,-1,0,-1,1139,264,2193,528,264,264,0,2193,528,0,264,264,4.3,"N"
10000,"F","Univ","Single",22,1,-1,-1,-2,-2,-2,0,1000,0,0,0,0,1000,0,0,0,0,0,2.4,"Y"
110000,"F","Univ","Single",32,0,0,2,2,2,2,65299,74565,78516,79829,81603,83206,11000,5800,3200,3200,3100,3000,3.4,"N"
50000,"M","GradS","Single",39,0,0,0,0,0,0,57436,58483,55825,54888,58115,57299,2055,2655,1862,4007,2517,37793,3.5,"N"
20000,"M","Univ","Single",25,0,0,0,0,0,0,19770,19463,20998,19468,36702,0,1465,4000,0,367,0,0,1.3,"Y"
120000,"F","Univ","Single",37,-2,-2,-2,-2,-2,-1,874,0,0,0,305,20502,0,0,0,305,21742,0,1.6,"N"
50000,"F","Univ","Single",50,0,0,0,0,0,0,20001,15345,37420,18151,4823,6574,2000,32009,1500,1000,3012,1503,3.2,"N"
30000,"F","Univ","Married",43,0,0,0,0,2,2,27862,29106,29784,29884,27833,29459,2000,1500,2000,0,3000,0,0.5,"N"
20000,"M","GradS","Married",29,0,0,0,-1,-1,-1,16961,16365,9342,556,19967,1742,2000,1139,556,20191,1742,0,2.7,"N"
120000,"F","Univ","Married",22,2,2,0,0,0,0,121522,120084,122250,70901,40860,39553,2000,5700,2964,1527,1407,1873,1.2,"N"
80000,"F","GradS","Single",32,0,0,0,0,2,2,60918,62445,63905,67943,68811,70526,2500,2500,5100,2100,3000,3000,3.6,"N"
50000,"F","Univ","Married",45,0,0,2,-1,0,0,3487,3159,213,3336,1863,390,1213,0,3336,0,0,390,2.8,"N"
90000,"F","Univ","Married",38,0,0,0,0,0,0,92481,90698,80720,69788,63868,40136,3507,3328,2100,2542,3000,93245,2.5,"Y"
30000,"F","GradS","Single",27,0,0,0,0,0,0,26951,27726,28561,18030,11467,12681,2000,1682,1500,1000,1408,800,1.4,"N"
80000,"M","GradS","Single",34,2,2,2,2,2,2,62423,63827,64682,65614,67007,68349,3000,2500,2600,2600,2600,2000,1,"Y"
40000,"F","Univ","Married",30,0,0,0,0,0,0,39940,40581,40543,39943,38895,37726,2000,2000,2000,1400,1300,2000,2.9,"N"
360000,"F","GradS","Married",31,-2,-1,-1,-2,-2,-2,-4,434,0,0,0,0,438,0,0,0,0,0,4.4,"Y"
160000,"F","Univ","Single",27,1,-2,-1,0,0,-2,0,0,6204,6204,0,0,0,6204,0,0,0,0,2.5,"N"
420000,"F","Univ","Married",32,0,0,0,0,0,0,89863,16500,17493,17215,17248,17763,1782,1275,1281,617,793,1000,1.6,"N"
50000,"M","HS","Married",51,-1,-1,0,0,0,0,636,2228,3287,4843,6379,6878,4600,1500,2000,2000,1000,3000,0.4,"N"
30000,"F","Other","Single",23,2,2,-1,-1,-1,-1,2826,2068,16952,15336,24336,436,0,16952,16104,14000,486,0,0.7,"N"
230000,"M","GradS","Married",39,-1,-1,-1,-1,-1,-1,660,660,660,660,660,660,660,660,660,660,660,660,4.6,"N"
260000,"F","GradS","Single",33,-2,-2,-2,-1,0,0,6475,2500,500,210,210,-90,2500,500,210,0,0,0,1.9,"N"
50000,"M","HS","Married",58,-2,-2,-2,-2,-2,-2,4025,5318,4151,4186,3545,2659,5318,4151,4186,3545,2860,2702,2.4,"N"
320000,"F","Univ","Married",43,0,0,0,0,0,0,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,3.1,"N"
80000,"F","Univ","Married",29,2,0,0,0,0,0,80100,79368,81130,49407,49067,50234,3500,3700,1800,1900,3000,2000,0.9,"N"
30000,"M","Univ","Single",39,2,3,2,2,2,3,27000,26286,26556,26818,29425,28662,0,1000,1000,3200,0,0,6.8,"N"
110000,"F","GradS","Married",40,0,0,2,0,0,0,52691,55000,52277,52055,52437,55560,5000,0,2000,3000,5000,2000,3.1,"N"
20000,"F","Univ","Single",23,2,2,0,0,0,0,12492,11995,13324,14029,14308,14625,0,1528,1233,512,547,3880,2.4,"Y"
210000,"M","GradS","Single",33,-1,-1,-1,-1,-1,-1,396,396,396,396,1911,396,396,396,396,1911,396,396,4.1,"N"
50000,"M","Univ","Single",39,1,2,0,0,0,0,50468,48621,49987,19663,16769,16550,0,2600,650,752,596,578,0.6,"Y"
180000,"F","GradS","Single",27,0,0,0,0,0,0,174546,175121,150710,135981,136064,137343,8269,6606,5000,4900,4900,4900,2.5,"N"
2e+05,"F","GradS","Married",38,0,0,0,0,0,0,185155,180069,179899,170716,164553,165326,6500,8000,7520,6000,6100,7500,2.1,"N"
20000,"M","GradS","Married",41,0,0,0,0,0,0,19796,18510,16077,16389,11286,12833,1507,4011,5066,1003,7000,3000,3.6,"N"
270000,"F","Univ","Single",42,-1,-1,-1,-2,-2,-2,12263,10025,0,0,0,0,10025,0,0,0,0,0,3,"N"
180000,"F","GradS","Married",40,0,-1,0,0,0,0,34483,21142,11279,5698,5993,-73895,22864,1133,1000,1000,0,159000,6.8,"N"
3e+05,"M","GradS","Married",43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,5.2,"Y"
240000,"F","Univ","Single",44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,"Y"
60000,"F","GradS","Married",29,0,0,0,3,2,2,51855,53220,59244,57889,59017,56637,2200,7000,0,2013,7577,13,3.2,"N"
20000,"F","Univ","Single",23,0,0,0,0,2,2,11564,13063,14337,15596,15204,17149,2000,1500,1500,0,2200,0,0.5,"Y"
30000,"M","Univ","Single",30,1,3,2,2,3,2,25907,25209,24524,29397,28628,32009,0,0,5621,0,4000,1500,10.8,"Y"
1e+05,"F","Univ","Married",24,2,0,0,0,-2,-1,68371,9015,3325,0,0,93737,1300,1000,0,0,94562,3700,2.7,"Y"
30000,"F","Univ","Single",25,2,0,0,0,0,0,10343,11069,12082,12473,12623,27460,1200,1201,592,500,1500,0,3,"Y"
210000,"F","GradS","Single",34,-1,-1,-1,-2,-1,-1,300878,2250,0,0,692,1560,2250,0,0,692,1560,1838,1.8,"N"
60000,"F","GradS","Single",31,0,0,0,0,2,0,32632,34099,35525,38820,38066,39681,2000,2000,3900,0,2400,1500,1.4,"Y"
70000,"F","HS","Other",39,0,0,-1,0,-1,0,34244,32193,10803,15133,3148,4699,3000,11000,5000,3150,2000,4000,4.9,"N"
3e+05,"M","HS","Single",51,-1,-1,-1,-1,-1,-1,18341,19847,6246,3872,11875,5290,19854,6279,3883,11883,5305,9998,6.4,"N"
2e+05,"F","Univ","Married",29,0,0,0,0,0,0,61518,66541,53862,37056,19790,20842,25138,2569,793,49,15085,44701,0.1,"N"
2e+05,"M","Univ","Single",30,0,0,0,0,0,0,67825,70193,64997,60907,62452,62191,10000,3000,2154,2500,2400,2300,2.4,"N"
70000,"F","Univ","Single",34,2,2,2,0,0,2,64913,63387,58840,56431,56859,54449,3000,0,2000,4219,1700,323,0.4,"N"
2e+05,"M","GradS","Married",43,0,0,2,0,0,0,142291,152679,148682,146505,150963,146553,14200,0,7000,7000,6500,11000,0.8,"N"
80000,"F","Univ","Single",24,0,0,0,0,0,0,68250,68817,71181,68997,70364,71842,3000,3500,3000,2503,2596,3000,0.8,"N"
50000,"F","Univ","Single",24,2,2,2,2,2,2,49397,50388,51450,47867,51045,51118,2100,2200,0,4300,2100,0,2.1,"N"
130000,"M","HS","Single",39,2,2,2,2,2,2,66548,71034,69329,74175,72383,77217,5600,0,6000,0,6000,0,1.6,"Y"
230000,"F","HS","Married",40,-1,-1,-1,-1,-1,-1,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,0.1,"N"
110000,"F","Univ","Married",62,0,0,0,0,0,2,65932,66740,68170,69634,73981,72676,2500,2500,2600,5519,0,3000,3.9,"N"
60000,"F","HS","Married",33,0,0,0,0,0,0,57561,57766,49351,28549,29063,28863,2100,3000,1500,1500,1100,1100,1,"N"
240000,"F","Univ","Married",32,0,0,0,0,0,0,234774,231155,236914,241351,244202,115036,10000,11000,11000,10000,5000,5000,6,"N"
2e+05,"M","Other","Single",28,-1,-1,-1,-1,-1,0,1707,1106,2628,7502,38584,16990,1109,2807,26316,50108,85,1746,1,"N"
20000,"M","Univ","Single",23,1,2,2,2,2,0,4673,6433,6181,6778,6524,8408,2000,0,700,0,2000,2000,4.7,"N"
20000,"F","HS","Married",24,0,0,0,0,0,0,13506,14772,16520,17623,15237,13776,1500,2000,1500,506,803,1009,2.2,"N"
50000,"M","GradS","Single",38,-1,-1,-1,-1,-1,-1,390,770,580,1380,0,390,770,590,1400,0,390,390,1.4,"Y"
20000,"M","Univ","Single",36,2,2,2,0,0,0,10360,13336,13307,13633,15054,16505,3467,486,545,1639,1700,1504,4,"N"
50000,"M","GradS","Single",24,-1,-1,-1,-1,-1,-1,390,0,672,-108,2830,0,0,672,0,2938,0,0,5.2,"Y"
120000,"F","HS","Married",55,1,-2,-1,2,0,0,-150,-150,7342,7029,7172,7338,0,7492,0,143,166,16000,4.1,"N"
50000,"F","Other","Married",45,0,0,0,0,0,0,48984,49878,47024,29194,27146,28506,2000,1500,2000,2000,2000,1500,1.2,"N"
50000,"M","HS","Single",31,0,0,0,0,2,0,40011,33648,35082,38286,37543,0,1566,2000,3800,0,1546,0,3.3,"N"
50000,"M","GradS","Single",23,-1,-1,-1,-2,-2,-2,3063,3625,0,0,0,0,3625,0,0,0,0,0,1.4,"Y"
110000,"M","Univ","Single",24,2,2,2,2,2,2,101402,104878,105325,102220,107970,103301,6600,3700,0,7500,0,3906,4.4,"N"
290000,"M","GradS","Single",41,0,0,0,0,0,0,275367,255049,247090,242309,238609,238712,10580,9006,8507,10902,8600,8671,0.9,"N"
50000,"F","Univ","Married",29,1,2,0,0,0,0,26293,25492,19680,19271,19659,19915,0,1609,2000,1000,715,883,1.4,"N"
240000,"F","Univ","Married",29,0,0,0,0,0,0,187431,186968,187967,187731,188603,185252,8200,8000,8000,7025,6500,7000,3.8,"N"
80000,"M","Univ","Single",27,1,2,-1,-1,-1,-1,3751,832,2696,1457,990,3356,2,2704,1461,993,3366,5012,3,"Y"
50000,"F","HS","Married",40,0,0,0,0,0,0,31297,30175,30140,29724,30316,29269,1476,1517,1451,1043,1048,1429,1.1,"N"
270000,"M","GradS","Single",29,-1,-1,0,0,0,0,1576,199973,192008,166364,141918,141984,199973,8000,7800,5000,5500,5000,3.3,"N"
50000,"M","Univ","Single",40,2,0,0,2,0,0,11058,12479,13876,13444,13367,13282,2000,2000,1000,1000,1000,2000,0.5,"Y"
130000,"F","Univ","Single",25,1,2,2,2,2,0,11446,12562,12075,15844,15295,16885,1600,0,4300,0,2000,2000,3.5,"N"
2e+05,"F","Univ","Single",22,0,0,0,0,0,2,205736,199379,132963,145115,153040,155636,7758,5001,15000,10800,5600,0,4.5,"Y"
4e+05,"F","GradS","Married",39,0,-1,-1,-1,0,-1,1991,2920,1721,2018,446,1068,2920,2500,2018,0,1068,0,2.7,"Y"
50000,"M","Univ","Married",51,0,0,0,0,0,0,46926,49161,49366,29441,30061,28728,3000,1500,1024,1064,1029,1023,0.1,"N"
250000,"F","Univ","Single",24,2,0,0,0,0,0,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,1.5,"Y"
90000,"M","HS","Married",53,0,0,0,0,0,0,99905,87296,90388,56087,27055,22320,3763,5150,1100,977,1202,3495,1.3,"N"
70000,"F","GradS","Single",50,0,0,0,0,0,0,64315,58564,56741,25172,29186,25430,3000,10032,8000,5139,1000,1000,1.1,"Y"
4e+05,"M","GradS","Married",44,-1,-1,-1,-1,-1,-1,4482,-10,1903,850,808,775,0,1913,850,808,775,380,4.2,"N"
190000,"M","GradS","Married",50,2,2,2,2,2,2,36137,37143,38051,38827,39488,40208,1900,1800,1700,1600,1500,1600,4.7,"Y"
150000,"F","HS","Single",48,0,0,0,0,0,0,175095,175522,173918,174074,178671,178869,10011,6200,5874,10000,6054,7108,1.6,"N"
2e+05,"F","GradS","Married",35,-1,2,-1,-1,-1,-1,1972,582,1891,0,1908,290,0,1891,0,1908,290,3100,1.7,"Y"
150000,"M","GradS","Single",29,0,0,0,0,0,0,146330,147720,148748,104123,132321,37683,4979,3592,2556,2300,1427,1000,2.1,"N"
220000,"M","Univ","Single",34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,0.4,"N"
70000,"F","Univ","Married",44,0,0,0,0,0,0,66301,68105,68287,28163,27220,28124,3500,3000,1500,1000,2000,2000,0.4,"N"
50000,"M","HS","Married",53,0,0,0,0,0,0,49466,50544,25381,9652,9464,9248,2442,1669,330,1342,330,430,4.7,"N"
180000,"M","GradS","Married",48,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,1.4,"N"
70000,"F","HS","Single",22,0,0,0,0,0,0,52899,45758,37858,29660,29519,29457,1726,3028,1026,1195,1060,1031,2.3,"N"
480000,"M","Univ","Married",39,0,0,0,0,0,0,398380,394515,393648,330221,296004,279768,20091,25370,15203,12013,12013,10135,0.5,"N"
140000,"M","Univ","Single",26,0,0,2,2,2,2,131367,146193,140202,144035,140419,130271,17000,0,11400,550,5300,5400,3.7,"Y"
210000,"F","GradS","Single",33,-1,2,2,-1,-1,-1,970,2273,1303,5385,1814,0,1303,3,5387,1814,0,0,0.8,"N"
2e+05,"M","GradS","Single",30,-1,-1,-2,-1,0,0,8985,247,6015,34314,23403,-1839,805,6144,34418,230,1839,0,3.7,"N"
60000,"F","Univ","Single",29,0,0,0,0,0,0,27199,28358,28937,29614,30391,23159,1900,1400,1000,1100,1000,420,2.6,"N"
50000,"F","GradS","Single",27,0,0,0,0,0,0,12814,15588,17321,19026,20714,22210,3000,2000,2000,2000,2000,840,1.6,"N"
230000,"F","GradS","Single",25,0,0,0,0,0,0,50757,52906,54454,53457,55128,52788,3000,3000,2000,2500,2500,2000,1.7,"N"
140000,"M","HS","Married",50,0,0,0,2,0,0,143090,139095,147204,139896,136922,130098,5411,16000,0,5341,4830,4621,3.7,"N"
50000,"M","Other","Married",45,0,0,0,0,-1,0,33634,34770,34948,-52,848,850,2000,1000,0,900,2,1749,3.9,"N"
30000,"F","HS","Single",50,-1,-1,-2,-2,-2,-2,665,0,0,0,0,0,0,0,0,0,0,0,0.6,"Y"
140000,"F","GradS","Single",29,1,2,0,0,0,0,112592,108669,110174,111079,113439,114983,0,5500,4900,5000,4112,4500,2.3,"N"
80000,"F","Univ","Married",31,-2,-2,-2,-2,-2,-2,3506,2372,2988,273,0,1542,2372,2988,273,0,1542,3200,2.6,"N"
160000,"F","Univ","Single",34,-1,-1,-1,-1,-1,-1,18958,11842,7918,13780,12297,12752,24000,8000,13780,12300,12752,6000,3.8,"N"
250000,"F","Univ","Single",36,0,0,0,0,0,0,62131,63238,51547,48483,49553,49683,2741,1741,1824,1942,2100,1366,3,"N"
20000,"F","GradS","Single",24,-1,-1,-2,-2,-2,-2,379,0,0,0,0,0,0,0,0,0,0,0,2.5,"N"
360000,"F","GradS","Married",32,0,0,0,0,0,0,317024,313710,299059,281436,274358,270877,11200,12112,11500,9600,10005,9651,4.6,"N"
530000,"M","Univ","Married",54,-2,-2,-2,-2,-1,0,-30,-420,390,390,166210,129716,0,1200,390,166210,6000,3000,2.3,"N"
310000,"F","Univ","Married",48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3.3,"N"
250000,"F","GradS","Married",42,-1,-1,2,0,-1,2,744,2244,1372,686,1522,686,2186,0,0,1522,0,4389,0.5,"N"
50000,"F","Univ","Single",22,0,0,0,0,0,0,22458,22571,22309,22315,22934,23243,1513,1500,1000,978,839,1800,4.1,"N"
360000,"F","GradS","Single",32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,"N"
50000,"F","HS","Married",32,0,0,0,0,0,0,33231,34544,35976,15996,32714,16720,1868,2300,1239,600,600,600,0.6,"Y"
130000,"F","Univ","Married",36,0,0,0,0,0,0,26244,27068,28383,29018,29671,-2000,1550,1769,1404,1493,0,4720,6.8,"N"
240000,"F","GradS","Single",26,-1,0,-1,-1,-1,-1,28700,21944,12450,27255,6280,7619,1639,12450,28969,6280,7619,3000,1.4,"N"
260000,"F","HS","Married",53,1,-1,-1,-2,-2,-1,0,165,526,452,397,485,165,526,452,397,485,459,0.9,"N"
30000,"M","HS","Single",52,0,0,0,2,2,0,25686,27449,30286,29993,58134,28910,2500,3600,1390,0,1000,1500,0.9,"N"
50000,"F","Univ","Married",48,1,2,0,0,0,0,18704,18106,19793,19378,18874,19361,0,2000,1500,1000,2000,1000,2.5,"Y"
460000,"F","GradS","Married",43,-2,-2,-1,0,0,0,323408,261444,309622,297039,258056,188083,5229,580464,80017,31017,27,38700,4.6,"N"
10000,"M","Univ","Single",23,-1,-1,-1,-1,-1,-1,1473,1863,0,390,390,780,1863,0,390,390,780,0,0.2,"N"
5e+05,"M","Other","Married",53,0,0,0,0,0,0,431243,415022,421996,426103,125218,126650,11000,12602,11000,4711,6000,11000,0.5,"N"
320000,"M","GradS","Single",26,-1,0,0,0,0,-2,111710,12484,13917,12125,0,0,1267,1700,243,0,0,220000,0.3,"N"
50000,"F","Univ","Married",36,0,0,0,0,0,0,30803,30578,30362,30764,30065,30179,1477,1546,1453,1039,1066,1421,1,"N"
20000,"M","Univ","Married",43,0,0,0,0,0,0,12721,14102,14870,16116,16436,16781,1600,1300,1500,588,610,611,2.7,"Y"
160000,"M","Univ","Single",30,2,2,2,2,2,2,75406,76907,78047,79362,81089,82796,3300,3000,3200,3152,3200,3100,2.9,"N"
180000,"F","Other","Single",26,0,0,0,0,0,0,252810,240518,39162,5461,2309,0,8013,3060,109,46,0,0,3.2,"N"
130000,"F","Univ","Single",34,0,0,0,0,2,0,99593,100415,103618,107525,104042,100190,4050,5600,7800,0,3900,3100,1.9,"Y"
50000,"F","HS","Married",42,3,2,2,0,0,0,34542,30557,29577,29529,28276,28768,1000,1000,1000,1000,1000,1000,0.5,"N"
150000,"F","GradS","Single",37,-1,2,2,-1,-1,-2,180,1582,1402,3244,-13,-13,1402,0,3244,0,0,0,5.3,"N"
350000,"M","Univ","Single",29,0,0,0,0,0,0,36151,37624,38568,39569,41162,41961,2056,2000,2000,2004,2067,2060,1.2,"N"
260000,"M","HS","Married",39,0,0,0,0,0,0,30498,31500,31619,22020,22040,23061,1894,1403,1642,1053,2000,425,2.3,"N"
80000,"M","GradS","Single",26,1,1,-2,-2,-2,-2,74384,0,0,0,0,0,5000,0,0,0,0,0,2.5,"N"
160000,"M","Univ","Single",31,0,0,0,0,0,0,24645,24956,25819,25754,25898,25925,1420,1699,1050,1104,1041,1000,2.7,"N"
80000,"F","HS","Married",33,0,0,0,0,0,0,78428,76513,74383,48315,48831,48950,3373,7248,2980,2000,1903,1851,1.4,"N"
150000,"F","HS","Single",32,0,0,0,0,0,0,113932,87187,81491,77078,66927,50881,2500,3000,2000,5000,5055,5000,0.8,"Y"
50000,"F","HS","Married",52,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2.1,"N"
50000,"M","Univ","Single",49,0,0,0,0,0,0,59236,53689,48551,34656,18077,18815,2000,2124,2047,5618,1000,2000,6.3,"Y"
440000,"F","GradS","Single",36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,162000,0,3.4,"N"
5e+05,"F","GradS","Married",37,-1,-1,-1,-1,-1,0,6694,17470,15091,1587,61385,56252,17470,15091,1587,61385,0,56733,1.1,"Y"
2e+05,"F","GradS","Single",26,0,0,0,0,2,2,71574,74755,76945,82914,83733,80498,5000,4000,8000,2900,0,5700,0.1,"Y"
170000,"F","GradS","Single",27,2,2,2,0,0,0,169057,170609,164777,166227,166199,169533,7500,0,7400,5978,6251,5872,0.5,"N"
160000,"M","Univ","Single",30,0,-1,-1,0,-1,-1,2720,1280,5850,150,1240,0,1280,5850,0,1240,0,0,1,"N"
50000,"F","Univ","Married",36,0,0,0,0,0,0,44625,46078,46689,8261,8434,8738,2174,1785,296,306,444,10686,6.7,"N"
50000,"M","HS","Single",22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"N"
2e+05,"F","GradS","Married",37,1,-2,-1,-1,-2,-2,-58,-58,2786,0,116,0,0,2844,0,116,0,0,2.6,"N"
180000,"F","HS","Single",42,0,0,0,0,0,0,102646,82849,78064,73437,108072,49206,5006,5000,5005,42500,3000,2000,6.1,"N"
20000,"M","Univ","Married",33,0,0,0,2,2,-2,18706,17483,19509,18828,0,0,1275,3081,0,0,0,0,2.5,"Y"
30000,"F","HS","Married",55,2,0,0,0,0,0,29278,30393,29785,30377,30155,31098,1600,1585,1377,1155,2600,0,0.8,"Y"
50000,"M","GradS","Single",29,0,-1,-1,2,0,0,50085,2127,6093,5850,9558,15371,3000,4000,0,4000,6000,0,0.6,"Y"
30000,"F","GradS","Single",26,-1,2,2,2,0,0,9600,8805,10534,8240,7027,7034,0,2399,0,388,260,478,4.3,"N"
10000,"M","GradS","Single",23,1,2,0,0,0,2,9020,8707,8519,9505,10127,9677,0,1391,1300,900,0,500,2.2,"Y"
30000,"F","Univ","Married",35,0,0,0,0,0,0,30471,30578,29846,28631,27359,21750,1472,2000,1064,1000,1223,0,2.2,"N"
120000,"F","Univ","Single",29,0,0,0,0,0,0,82064,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200,1.4,"N"
240000,"F","HS","Single",36,1,-2,-2,-2,-1,-1,-28,-28,-28,-28,1522,6820,0,0,0,1550,6900,4100,1,"N"
80000,"F","Univ","Single",33,0,0,0,0,0,0,69937,69798,69200,44651,45185,45674,3032,5000,2000,2000,2000,2000,0.2,"N"
380000,"F","GradS","Married",43,0,0,0,0,0,0,121868,114627,102551,101323,84087,86661,6000,5000,5000,5000,5000,5000,4.3,"N"
350000,"F","GradS","Married",33,-2,-2,-2,-2,-2,-2,16414,693,693,1144,-4618,-8026,693,0,1144,4279,0,0,4,"Y"
50000,"F","Univ","Married",51,1,2,2,-2,-2,-2,4746,4496,0,0,0,0,0,0,0,0,0,0,1,"N"
460000,"M","Univ","Married",31,0,0,0,-1,-1,-2,120430,123150,0,6261,0,0,6000,0,6261,0,0,0,3.9,"N"
90000,"F","Univ","Single",47,0,0,0,0,0,0,81902,71768,72163,27124,27724,28724,3274,2271,1400,1000,1000,1000,1.9,"N"
40000,"F","Univ","Married",23,2,2,2,2,2,2,33895,33068,35704,36173,36796,37288,0,3200,1500,1500,1400,1500,1.1,"Y"
80000,"F","Univ","Married",28,0,0,0,0,0,-2,58784,55209,56626,56387,15980,1134,1970,2300,1352,700,1134,48,0.7,"N"
3e+05,"F","Univ","Married",43,-2,-2,-2,-2,-2,-2,5972,1854,2105,835,1761,2849,1857,2109,835,1761,2853,6282,3.3,"N"
20000,"F","GradS","Single",22,2,0,0,0,0,2,13718,15033,15751,17068,17891,17463,1550,1268,1585,1408,0,1700,2.3,"Y"
120000,"F","Univ","Married",34,0,0,0,0,0,0,119884,105631,73143,75919,77059,78820,4545,2700,4000,3000,3000,4000,1.8,"N"
140000,"F","Univ","Married",24,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,696,2.8,"N"
40000,"F","Univ","Married",56,0,0,0,0,0,0,30048,31049,32144,33157,33657,34359,1805,1900,1851,1351,1394,1464,5.7,"Y"
3e+05,"F","Univ","Single",31,-1,0,0,0,0,0,10817,8785,10282,11797,15571,17303,2000,2000,2000,4000,2000,3000,2.3,"N"
80000,"F","Other","Single",27,0,0,0,0,0,0,45268,47140,47411,48443,49478,43264,2600,1800,1700,1700,1700,1300,1.1,"N"
5e+05,"M","GradS","Married",46,-1,-1,-1,0,0,0,46178,56570,117102,159284,112078,136341,57498,120899,101500,30418,80668,50384,1.1,"N"
290000,"F","GradS","Married",37,-1,-1,-1,-1,-1,-1,3486,550,1922,550,550,3810,550,1922,550,550,3810,2927,1.4,"Y"
260000,"M","Univ","Married",44,2,-1,2,-1,0,0,802,4541,3896,119498,109399,111203,4541,0,119498,3500,3983,3579,1.6,"Y"
50000,"F","Univ","Married",34,0,0,0,0,0,0,40798,38937,34737,18702,15604,16333,2000,2000,1000,578,1000,1000,3.6,"N"
130000,"M","HS","Single",39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,3.1,"N"
80000,"F","Univ","Single",24,0,0,0,-2,-2,-2,3278,4000,0,0,0,0,1000,0,0,0,0,0,0.4,"N"
30000,"F","Univ","Single",24,0,0,0,0,0,0,27690,28543,8536,9497,29046,29873,1578,1239,1200,25000,1200,0,0.5,"N"
190000,"M","Univ","Single",26,-1,0,0,0,0,0,2204,3479,4886,6258,8969,9009,1800,1797,1785,3142,490,2000,3.1,"N"
40000,"F","Univ","Single",24,2,0,0,0,0,0,19012,20018,21047,22360,22499,22969,1326,1355,1668,807,834,837,1.1,"Y"
230000,"F","Univ","Married",35,2,2,2,2,-1,-1,1214,964,1214,464,214,-536,500,1000,0,500,0,0,3.7,"Y"
130000,"F","Univ","Single",29,0,0,0,0,0,0,113203,114053,117602,119119,120030,122510,4200,5800,5800,4300,4500,4500,2.9,"N"
170000,"F","GradS","Single",28,2,2,2,2,2,2,131864,133897,129761,138604,136283,145012,5600,0,11000,0,11000,5656,5.6,"Y"
1e+05,"F","HS","Married",28,2,0,0,2,2,2,29770,30485,32434,32592,33102,33860,1825,3100,1300,1500,1771,0,1.7,"N"
4e+05,"M","GradS","Single",36,-1,-1,-1,-1,-1,-2,6233,11152,-1,376,0,0,11219,0,377,0,0,1759,2.2,"N"
120000,"F","Univ","Single",32,0,0,0,0,0,2,15602,16482,16743,17185,18281,17312,2000,1551,2000,1500,457,7000,4.2,"Y"
450000,"F","HS","Married",36,-2,-2,-2,-2,-2,-2,3996,9120,8528,0,6368,3000,9120,8528,0,6368,3000,3238,0,"N"
360000,"F","GradS","Single",29,-1,-1,-2,-2,-2,-1,1498,0,0,0,0,902,0,0,0,0,902,0,0.3,"N"
260000,"F","Univ","Single",31,-1,3,2,2,2,0,82274,80426,78536,94069,92447,95925,0,0,17000,0,5015,4293,3.7,"N"
370000,"F","Univ","Married",41,-2,-2,-2,-2,-2,-2,1442,9750,0,30100,0,0,9750,0,30100,0,0,0,2.4,"N"
20000,"M","Univ","Married",52,0,0,0,0,0,0,15768,16792,18105,18157,18538,19200,1285,1598,650,674,971,580,1.7,"N"
30000,"F","GradS","Married",41,0,0,0,0,0,-2,15636,4542,4075,3668,0,0,2000,1000,1000,1000,1800,0,7.7,"N"
80000,"F","HS","Married",30,1,-1,2,2,-2,-2,0,1684,1509,-357,-357,-357,1684,0,0,0,0,0,0.5,"N"
30000,"M","Univ","Married",31,0,0,0,0,0,0,29285,29390,30300,29463,29531,29901,1820,1730,1154,1034,1212,1054,3.1,"N"
70000,"M","GradS","Married",42,0,0,0,0,-2,-2,25317,24806,24100,0,0,0,2000,1010,0,0,0,0,4.7,"N"
60000,"M","Univ","Single",30,0,0,0,2,2,2,15145,16618,18475,17919,19167,18750,2000,2100,0,1500,0,1500,0.7,"Y"
10000,"F","Univ","Married",46,1,2,-1,-1,-1,-1,9841,9628,4060,4530,2140,1875,121,4060,4530,2140,1875,0,3.4,"Y"
